cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,anweight,tvtot,tvpol,rdtot,rdpol,nwsptot,nwsppol,nwspol,netusoft,netuse,netustm,ppltrst,pplfair,pplhlp,polintr,psppsgv,psppsgva,actrolg,actrolga,psppipl,psppipla,cptppol,cptppola,polcmpl,poldcs,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,clsprty,prtdgcl,mmbprty,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,prtyban,scnsenv,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,pstplonl,hmsfmlsh,hmsacld,prtvtat,prtvtaat,prtvtbat,prtvtcat,prtvtbe,prtvtabe,prtvtbbe,prtvtcbe,prtvtdbe,prtvtbg,prtvtabg,prtvtbbg,prtvtcbg,prtvtdbg,prtvtch,prtvtach,prtvtbch,prtvtcch,prtvtdch,prtvtech,prtvtfch,prtvtgch,prtvtcy,prtvtacy,prtvtbcy,prtvtcz,prtvtacz,prtvtbcz,prtvtccz,prtvtdcz,prtvtecz,prtvde1,prtvade1,prtvbde1,prtvcde1,prtvdde1,prtvede1,prtvde2,prtvade2,prtvbde2,prtvcde2,prtvdde2,prtvede2,prtvtdk,prtvtadk,prtvtbdk,prtvtcdk,prtvtddk,prtvtee,prtvtaee,prtvtbee,prtvtcee,prtvtdee,prtvteee,prtvtfee,prtvtgee,prtvtes,prtvtaes,prtvtbes,prtvtces,prtvtdes,prtvtees,prtvtfi,prtvtafi,prtvtbfi,prtvtcfi,prtvtdfi,prtvtfr,prtvtafr,prtvtbfr,prtvtcfr,prtvtdfr,prtvtgb,prtvtagb,prtvtbgb,prtvtcgb,prtvtgr,prtvtagr,prtvtbgr,prtvtcgr,prtvthr,prtvtahr,prtvthu,prtvtahu,prtvtbhu,prtvtchu,prtvtdhu,prtvtehu,prtvtfhu,prtvtie,prtvtaie,prtvtbie,prtvtcie,prtvtil,prtvtail,prtvtbil,prtvtcil,prtvtis,prtvtais,prtvtbis,prtvtcis,prtvtit,prtvtait,prtvtbit,prtvtcit,prtvlt1,prtvalt1,prtvblt1,prtvlt2,prtvalt2,prtvblt2,prtvlt3,prtvalt3,prtvblt3,prtvtlu,prtvtlv,prtvtalv,prtvtnl,prtvtanl,prtvtbnl,prtvtcnl,prtvtdnl,prtvtenl,prtvtfnl,prtvtgnl,prtvtno,prtvtano,prtvtbno,prtvtpl,prtvtapl,prtvtbpl,prtvtcpl,prtvtdpl,prtvtpt,prtvtapt,prtvtbpt,prtvtcpt,prtvtru,prtvtaru,prtvtbru,prtvtcru,prtvtdru,prtvtse,prtvtase,prtvtbse,prtvtcse,prtvtsi,prtvtasi,prtvtbsi,prtvtcsi,prtvtdsi,prtvtesi,prtvtfsi,prtvtsk,prtvtask,prtvtbsk,prtvtcsk,prtvtdsk,prtvttr,prtvtatr,prtvtua,prtvtaua,prtvtbua,prtvtcua,prtclat,prtclaat,prtclcat,prtcldat,prtclbe,prtclabe,prtclbbe,prtclcbe,prtcldbe,prtclbg,prtclabg,prtclbbg,prtclcbg,prtcldbg,prtclch,prtclach,prtclbch,prtclcch,prtcldch,prtclech,prtclfch,prtclgch,prtclcy,prtclacy,prtclbcy,prtclcz,prtclacz,prtclbcz,prtclccz,prtcldcz,prtclecz,prtclde,prtclade,prtclbde,prtclcde,prtcldde,prtclede,prtcldk,prtcladk,prtclbdk,prtclcdk,prtclddk,prtclee,prtclaee,prtclbee,prtclcee,prtcldee,prtcleee,prtclfee,prtclgee,prtcles,prtclaes,prtclbes,prtclces,prtcldes,prtclees,prtclfes,prtclfi,prtclafi,prtclbfi,prtclcfi,prtcldfi,prtclefi,prtclfr,prtclafr,prtclbfr,prtclcfr,prtcldfr,prtclefr,prtclffr,prtclgb,prtclagb,prtclbgb,prtclcgb,prtclgr,prtclagr,prtclbgr,prtclcgr,prtclhr,prtclahr,prtclhu,prtclahu,prtclbhu,prtclchu,prtcldhu,prtclehu,prtclfhu,prtclghu,prtclie,prtclaie,prtclbie,prtclcie,prtcldie,prtcleie,prtclil,prtclail,prtclbil,prtclcil,prtcldil,prtclis,prtclais,prtclbis,prtclcis,prtclit,prtclait,prtclbit,prtclcit,prtcldit,prtcllt,prtclalt,prtclblt,prtcllu,prtcllv,prtclalv,prtclnl,prtclanl,prtclbnl,prtclcnl,prtcldnl,prtclenl,prtclfnl,prtclno,prtclano,prtclbno,prtclpl,prtclapl,prtclbpl,prtclcpl,prtcldpl,prtclepl,prtclfpl,prtclgpl,prtclhpl,prtclpt,prtclapt,prtclbpt,prtclcpt,prtcldpt,prtclept,prtclru,prtclaru,prtclbru,prtclcru,prtcldru,prtclse,prtclase,prtclbse,prtclcse,prtclsi,prtclasi,prtclbsi,prtclcsi,prtcldsi,prtclesi,prtclfsi,prtclsk,prtclask,prtclbsk,prtclcsk,prtcldsk,prtcltr,prtclatr,prtclua,prtclaua,prtclbua,prtclcua,prtcldua,prtmbat,prtmbaat,prtmbbe,prtmbabe,prtmbbbe,prtmbcbe,prtmbbg,prtmbabg,prtmbbbg,prtmbch,prtmbach,prtmbbch,prtmbcch,prtmbcy,prtmbcz,prtmbacz,prtmbbcz,prtmbde,prtmbade,prtmbbde,prtmbcde,prtmbdk,prtmbadk,prtmbbdk,prtmbee,prtmbaee,prtmbbee,prtmbcee,prtmbes,prtmbaes,prtmbbes,prtmbfi,prtmbafi,prtmbbfi,prtmbfr,prtmbafr,prtmbbfr,prtmbcfr,prtmbgb,prtmbagb,prtmbgr,prtmbagr,prtmbbgr,prtmbcgr,prtmbhr,prtmbhu,prtmbahu,prtmbbhu,prtmbchu,prtmbie,prtmbaie,prtmbbie,prtmbil,prtmbail,prtmbbil,prtmbit,prtmbait,prtmblu,prtmbnl,prtmbanl,prtmbbnl,prtmbcnl,prtmbno,prtmbano,prtmbpl,prtmbapl,prtmbbpl,prtmbcpl,prtmbdpl,prtmbpt,prtmbapt,prtmbbpt,prtmbru,prtmbaru,prtmbbru,prtmbse,prtmbase,prtmbsi,prtmbasi,prtmbbsi,prtmbcsi,prtmbsk,prtmbask,prtmbbsk,prtmbtr,prtmbatr,prtmbua,prtmbaua,prtmbbua,prtmbcua,hhmmb,gndr,gndr2,gndr3,gndr4,gndr5,gndr6,gndr7,gndr8,gndr9,gndr10,gndr11,gndr12,gndr13,gndr14,gndr15,gndr16,gndr17,gndr18,yrbrn,agea,yrbrn2,yrbrn3,yrbrn4,yrbrn5,yrbrn6,yrbrn7,yrbrn8,yrbrn9,yrbrn10,yrbrn11,yrbrn12,yrbrn13,yrbrn14,yrbrn15,yrbrn16,yrbrn17,yrbrn18,rship2,rshipa2,rship3,rshipa3,rship4,rshipa4,rship5,rshipa5,rship6,rshipa6,rship7,rshipa7,rship8,rshipa8,rship9,rshipa9,rship10,rshipa10,rship11,rshipa11,rship12,rshipa12,rship13,rshipa13,rship14,rshipa14,rship15,rshipa15,rship16,rshipa16,rship17,rshipa17,rship18,rshipa18,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun
BE,ESS1-9e01,1.0,10.12.2020,28519,ESS9e03,9,3,37679,0.997431874275208,1.17670404911041,0.535633673,0.630282311858983,,,,,,,0,1,,6666,8,8,7,4,,1,,1,,1,,1,,,0,0,0,0,0,1,88,1,2,2,2,2,2,2,2,2,6,,5,5,5,4,5,8,6,4,3,,,4,4,4,4,88,1,3,2,4,4,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,6,6,6,6,6,6,6,6,,,,,,,,,1945,73,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,4,4,1,4,2,2,4,2,2,2,1,2,4,4,4,2,2,2,4,4,4
BE,ESS1-9e01,1.0,10.12.2020,28520,ESS9e03,9,3,37729,0.970526158809662,0.823447287082672,0.535633673,0.441066094901977,,,,,,,30,3,,6666,5,4,3,2,,2,,2,,1,,1,,,5,4,0,0,0,0,5,1,2,2,2,2,2,2,2,2,6,,3,8,5,5,5,8,8,2,4,,,7,2,2,2,5,7,5,2,2,5,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,6,6,6,6,6,6,6,6,,,,,,,,,1948,71,1948,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,2,2,3,3,3,2,3,2,2,2,2,3,3,2,3,3,3,3,3,3,3
BE,ESS1-9e01,1.0,10.12.2020,28521,ESS9e03,9,3,37958,0.997431933879852,0.584631025791168,0.535633673,0.313148063694281,,,,,,,30,5,,90,9,8,8,2,,2,,1,,2,,2,,,3,3,3,3,4,4,4,1,2,2,2,2,2,2,2,1,1,,8,9,8,4,4,8,8,2,1,,,8,4,4,4,2,2,3,2,5,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,6,6,6,6,6,6,6,6,,,,,,,,,1962,56,1985,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,3,5,3,3,2,4,3,2,1,2,5,5,3,3,3,2,5,2,1,5,2
BE,ESS1-9e01,1.0,10.12.2020,28522,ESS9e03,9,3,37995,1.01401138305664,1.62088763713837,0.535633673,0.868201998600715,,,,,,,30,3,,6666,3,3,2,2,,2,,2,,2,,2,,,5,7,7,5,5,7,7,1,2,2,2,2,2,2,2,2,6,,7,9,5,5,5,8,7,2,2,,,10,2,2,2,7,8,7,2,2,2,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,6,6,6,6,6,6,6,6,,,,,,,,,1956,63,1960,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,2,3,2,3,4,2,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3
BE,ESS1-9e01,1.0,10.12.2020,28523,ESS9e03,9,3,38180,1.01200497150421,0.7590012550354,0.535633673,0.406546630046221,,,,,,,60,5,,120,5,5,8,1,,3,,2,,1,,2,,,5,7,8,4,5,3,7,1,2,2,1,2,2,2,2,1,2,,9,10,10,3,5,8,10,2,1,,,0,2,3,3,5,5,0,2,4,2,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,6,6,6,6,6,6,6,6,,,,,,,,,1952,66,1951,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,5,3,1,5,2,5,2,5,1,4,2,2,4,1,6,1,5,2,1,1,3
BE,ESS1-9e01,1.0,10.12.2020,28524,ESS9e03,9,3,38202,0.977570414543152,0.667182743549347,0.535633673,0.357365543489554,,,,,,,902,4,,30,5,6,6,3,,3,,1,,2,,1,,,6,6,8,4,5,6,6,1,2,2,2,2,2,2,2,2,6,,5,8,6,4,6,6,7,2,2,,,5,2,2,2,6,5,5,2,5,2,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,2,1,6,6,6,6,6,6,,,,,,,,,1979,39,1974,2003,2005,6666,6666,6666,6666,6666,6666,,,,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,2,6,1,3,2,3,3,2,1,3,2,1,3,2,5,2,5,1,2,2,3
BE,ESS1-9e01,1.0,10.12.2020,28525,ESS9e03,9,3,38224,1.00277733802795,0.975571990013123,0.535633673,0.522549208286648,,,,,,,15,5,,120,4,4,4,3,,2,,5,,3,,4,,,7,6,7,3,4,8,8,1,1,2,2,2,2,2,2,1,3,,5,9,5,6,6,1,8,3,3,,,6,3,2,2,5,4,4,1,4,5,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,6,6,6,6,6,6,6,6,,,,,,,,,1991,27,1963,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,3,3,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,1,3,1,2,1,1,2,2,2,1,1,2,1,2,1,1,3,1,1,2,1
BE,ESS1-9e01,1.0,10.12.2020,28526,ESS9e03,9,3,38242,1.00345325469971,0.958415687084198,0.535633673,0.513359714733728,,,,,,,30,5,,120,4,5,5,2,,2,,2,,2,,3,,,3,4,7,4,3,5,4,1,1,1,2,2,1,2,2,1,1,,10,7,5,4,1,6,6,3,1,,,4,3,3,3,2,5,3,2,4,4,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,6,6,6,6,6,6,6,,,,,,,,,1991,27,1992,2018,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,1,1,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,3,3,3,2,2,3,4,4,4,2,2,3,2,3,3,4,3,2,4,2,3
BE,ESS1-9e01,1.0,10.12.2020,28527,ESS9e03,9,3,38264,0.997431933879852,0.869349777698517,0.535633673,0.46565301455039,,,,,,,30,4,,120,7,8,7,4,,3,,1,,3,,1,,,7,10,10,7,7,7,7,1,2,2,2,2,2,2,2,2,6,,5,7,7,7,7,9,9,1,1,,,8,1,1,3,6,6,7,2,4,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,2,6,6,6,6,6,6,6,,,,,,,,,1992,26,1965,1995,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,3,3,4,4,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,1,5,1,3,2,1,2,2,2,4,1,1,2,1,2,1,3,3,1,3,1
BE,ESS1-9e01,1.0,10.12.2020,28528,ESS9e03,9,3,38302,1.00980389118195,1.59792125225067,0.535633673,0.855900429507787,,,,,,,5,5,,120,5,8,5,4,,2,,4,,2,,3,,,2,3,5,1,0,2,0,1,1,2,2,2,2,1,2,1,2,,7,3,0,0,1,5,8,1,3,,,5,4,4,4,0,3,0,2,3,4,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,6,6,6,6,6,6,6,6,,,,,,,,,1981,37,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,3,5,3,5,3,2,4,3,3,3,2,2,4,2,4,2,4,2,2,2,2
BE,ESS1-9e01,1.0,10.12.2020,28529,ESS9e03,9,3,38339,0.995381414890289,1.41236436367035,0.535633673,0.756509911727057,,,,,,,30,5,,180,7,7,5,2,,1,,3,,3,,4,,,1,3,7,0,0,0,5,2,2,2,2,2,2,2,2,1,2,,5,7,0,0,0,7,7,1,1,,,0,2,2,2,7,3,5,1,5,3,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,6,6,6,6,6,6,6,,,,,,,,,1954,64,1946,1976,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,1,1,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,3,5,1,5,1,5,4,2,2,2,1,2,5,1,6,2,6,1,1,1,2
BE,ESS1-9e01,1.0,10.12.2020,28530,ESS9e03,9,3,38396,0.995381474494934,1.26736485958099,0.535633673,0.678843294768497,,,,,,,120,5,,1140,5,5,5,1,,4,,3,,4,,5,,,8,10,8,5,5,8,5,2,2,2,2,2,2,2,2,1,1,,5,4,8,9,10,10,10,4,1,,,5,3,3,3,5,5,5,1,5,2,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,6,6,6,6,6,6,6,6,,,,,,,,,1993,25,2018,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,1,2,1,1,1,2,3,2,4,1,1,2,2,1,5,1,4,1,1,6,1
BE,ESS1-9e01,1.0,10.12.2020,28531,ESS9e03,9,3,38412,0.995381355285645,1.36495780944824,0.535633673,0.731117364964796,,,,,,,60,3,,6666,6,5,7,2,,2,,2,,2,,2,,,4,4,6,2,2,3,5,1,2,2,1,2,1,2,2,1,3,,5,8,7,6,4,3,8,3,2,,,7,2,2,2,7,8,7,2,4,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,6,6,6,6,6,6,6,6,,,,,,,,,1943,75,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,3,5,2,5,4,2,3,2,2,2,2,3,5,3,5,3,5,2,1,4,3
